element,wave_A,loggf,lower_state_eV,rad,stark,waals
V 1,4757.347,-0.666,2.097,1.2022644346174131e8,4.677351412871981e-6,-7.56
Co 1,4757.355,-2.828,4.149,1.4125375446227553e8,8.91250938133746e-6,-7.48
Cr 1,4757.356,-0.55,4.239,1.0964781961431828e8,4.897788193684467e-6,-7.54
K 1,4757.369,-3.337,1.617,4.07380277804113e7,0.0038018939632056127,-6.54
K 1,4757.377,-2.382,1.617,4.07380277804113e7,0.0038018939632056127,-6.54
Ce 2,4757.427,-1.27,1.5,,,
V 1,4757.474,-0.29,2.029,1.2022644346174131e8,4.677351412871981e-6,771.232
Nd 2,4757.51,-2.12,0.205,,,
W 1,4757.542,-2.43,0.366,,,
Fe 1,4757.578,-2.04,3.274,3.235936569296281e7,7.244359600749906e-7,-7.81
Fe 1,4757.579,-4.744,4.26,4.570881896148752e7,1.3803842646028839e-5,-7.42
Cr 1,4757.59,-0.637,3.551,5.370317963702533e7,7.762471166286911e-7,400.264
Hf 1,4757.61,-1.83,1.114,,,
Fe 2,4757.675,-4.568,6.807,5.495408738576248e8,3.090295432513592e-7,199.198
Ce 2,4757.679,-3.25,1.355,,,
Ru 1,4757.764,-2.67,1.125,,,
W 1,4757.771,-1.71,1.868,,,
Fe 1,4757.779,-4.101,3.267,2.6302679918953814e7,5.495408738576248e-7,-7.82
Gd 2,4757.789,-1.92,0.662,,,
Ce 2,4757.841,-0.71,0.956,,,
Ru 1,4757.848,-0.96,0.928,,,
Cr 1,4757.897,-4.007,3.428,5.248074602497723e7,5.4954087385762485e-6,-7.28
Pr 2,4757.911,-1.193,0.204,,,
Mn 2,4757.918,-3.336,6.495,3.46736850452531e8,3.162277660168379e-7,-7.87
Ir 1,4757.966,-2.37,2.068,,,
Fe 1,4758.01,-4.231,4.549,2.5703957827688646e8,1.3489628825916533e-5,-7.33
Ta 1,4758.036,-1.7,1.358,,,
Fe 2,4758.118,-4.677,6.807,5.495408738576248e8,3.162277660168379e-7,210.228
Ti 1,4758.118,0.51,2.249,1.2022644346174131e8,9.120108393559096e-7,326.246
Sc 1,4758.133,-1.711,2.32,1.1748975549395303e8,1.445439770745928e-5,-7.55
Co 1,4758.267,-3.062,4.149,2.511886431509582e8,8.91250938133746e-6,-7.48
Gd 1,4758.267,-1.58,0.066,,,
Mn 2,4758.298,-3.434,6.139,3.630780547701018e8,3.311311214825908e-7,-7.87
Ni 1,4758.355,-3.916,3.465,1.0471285480508985e8,1.5488166189124828e-5,-7.52
Cr 1,4758.418,-0.823,4.535,1.659586907437563e8,1.5135612484362072e-6,-7.73
Ni 1,4758.42,-2.11,3.847,1.8620871366628656e8,2.6302679918953817e-6,877.243
Tb 2,4758.47,-0.8,1.104,,,
Mo 1,4758.501,-0.037,3.692,,,
Nd 1,4758.504,-1.091,0.0,,,
Ce 2,4758.53,-1.68,1.706,,,
Ni 1,4758.611,-3.482,3.679,1.3182567385564047e8,2.6302679918953817e-6,-7.51
V 1,4758.665,-1.264,1.931,3.890451449942805e7,7.585775750291836e-7,-7.78
Gd 1,4758.704,0.045,0.881,,,
Fe 1,4758.722,-5.276,4.076,2.884031503126606e6,9.332543007969905e-7,-7.81
Y 1,4758.733,-1.493,1.992,3.890451449942805e7,5.4954087385762485e-6,-7.57
V 1,4758.758,-2.187,1.218,1.445439770745928e6,8.128305161640995e-7,-7.78
Fe 2,4758.766,-0.313,13.25,1.4791083881682072e9,1.778279410038923e-5,-7.58
Re 1,4758.835,-2.18,1.436,,,
Ti 1,4758.901,-2.17,0.836,1.659586907437563e8,1.0e-6,343.243
Sc 1,4758.951,-2.14,2.001,2.6302679918953814e7,5.248074602497723e-6,-7.82
Si 1,4758.975,-2.664,4.954,3.3884415613920206e8,0.0001122018454301963,-7.1
V 1,4759.028,-1.62,2.122,8.511380382023759e7,1.5135612484362072e-6,-7.76
Ti 1,4759.055,-3.027,3.179,2.4547089156850335e8,1.2022644346174132e-5,-7.52
Y 1,4759.066,-2.432,1.408,1.230268770812381e7,1.479108388168207e-6,-7.76
Nd 1,4759.083,-0.4,0.456,,,
Ti 1,4759.142,-3.002,2.778,6.165950018614822e7,5.370317963702533e-6,-7.58
Mn 2,4759.195,-3.282,6.494,3.311311214825908e8,3.162277660168379e-7,-7.87
Ce 2,4759.2,-3.3,1.355,,,
Ti 1,4759.27,0.59,2.256,1.2022644346174131e8,9.120108393559096e-7,327.246
Nd 1,4759.341,-1.121,0.0,,,
V 1,4759.343,-2.824,3.055,1.0964781961431828e8,2.3442288153199225e-5,-7.55
Fe 2,4759.364,-2.488,10.737,6.918309709189363e8,4.466835921509635e-6,-7.44
Fe 1,4759.461,-7.238,4.473,1.4125375446227553e8,0.00012022644346174131,-7.29
Cr 1,4759.47,-1.041,4.532,1.584893192461111e8,1.5135612484362072e-6,-7.73
Fe 2,4759.485,-3.121,11.435,4.265795188015934e8,1.778279410038923e-5,-7.32
Fe 2,4759.49,-3.558,10.398,5.888436553555884e8,1.288249551693135e-6,-7.51
Ca 1,4759.513,-6.362,4.877,1.1220184543019652e8,0.0003019951720402016,-6.89
Nd 3,4759.526,-1.15,0.631,,,
Cu 1,4759.526,-7.064,7.448,3.162277660168379e7,0.007413102413009177,-6.84
Ni 2,4759.547,-2.298,14.243,8.709635899560796e8,1.1481536214968817e-5,-7.58
Cr 1,4759.601,-3.977,3.449,2.3988329190194947e8,1.0471285480508985e-5,-7.34
Cu 2,4759.626,-6.012,14.228,2.5703957827688646e8,3.801893963205613e-6,-7.49
Ti 1,4759.638,-1.669,2.175,1.9952623149688828e8,3.981071705534969e-6,-7.63
V 2,4759.642,-7.641,1.704,1.9054607179632443e8,3.4673685045253164e-7,-7.88
Er 2,4759.653,-1.904,0.0,,,
Fe 1,4759.654,-6.365,4.835,1.9054607179632443e8,0.00010471285480508996,-7.1
Mo 1,4759.654,-1.109,3.734,,,
Co 1,4759.659,-3.896,4.209,3.1622776601683795e8,8.128305161640995e-5,-7.53
V 2,4759.714,-11.956,1.4,0.7585775750291838,2.2908676527677748e-7,-8.03
Ca 1,4759.717,-2.838,4.535,5.128613839913648e7,3.235936569296281e-5,-7.15
Fe 2,4759.721,-5.3,11.58,6.760829753919818e8,8.128305161640995e-6,-7.4
Ce 2,4759.741,-1.54,2.008,,,
Cr 1,4759.753,-2.198,3.011,1.8620871366628658e7,7.762471166286911e-7,-7.79
Cr 1,4759.804,-4.148,3.845,7.943282347242822e6,2.3988329190194897e-6,-7.78
Cr 1,4759.813,-4.48,3.847,8.709635899560815e6,3.235936569296281e-6,-7.78
Cu 1,4759.856,-8.245,7.448,2.1379620895022325e7,0.0023442288153199225,-6.86
V 2,4759.894,-4.881,7.942,8.128305161640995e8,1.8197008586099826e-6,-7.71
Ce 2,4759.9,-2.48,1.194,,,
Cr 3,4759.9,-5.267,16.457,2.7542287033381634e9,4.677351412871981e-7,-7.84
Cr 1,4759.91,-1.286,3.113,3.63078054770101e7,1.6595869074375596e-6,-7.79
Tm 1,4759.91,-0.52,1.893,,,
Ce 2,4759.927,-1.14,1.092,,,
Fe 3,4759.934,-1.791,18.266,2.3442288153199177e9,4.466835921509635e-7,-7.7
Ar 2,4759.944,-3.85,23.258,,,
Mn 1,4759.993,-2.532,5.087,7.943282347242822e7,1.479108388168207e-6,-7.77
V 3,4760.014,0.083,19.982,7.244359600749891e8,1.6595869074375596e-6,-7.61
Sc 1,4760.025,-5.592,3.101,3.981071705534969e8,6.0255958607435806e-5,-7.56
Fe 1,4760.032,-9.355,4.835,1.621810097358933e8,0.000223872113856834,-7.18
Fe 1,4760.032,-8.765,4.835,1.621810097358933e8,0.00021877616239495518,-7.18
Dy 2,4760.05,-2.1,0.538,,,
Ar 2,4760.063,-2.57,22.837,,,
Fe 1,4760.067,-3.57,3.039,9.549925860214369e7,4.168693834703355e-6,850.226
Cr 2,4760.07,-3.048,6.605,2.5703957827688646e8,3.8018939632056126e-7,184.211
Sc 1,4760.073,-3.512,3.057,8.709635899560814e7,7.943282347242822e-5,-7.31
Mo 1,4760.11,-1.706,2.276,,,
Ti 3,4760.113,-0.66,18.507,8.511380382023759e8,3.6307805477010103e-6,-7.56
Fe 2,4760.115,-4.277,10.399,5.495408738576248e8,1.288249551693135e-6,-7.51
Ti 1,4760.154,-3.95,2.297,4.365158322401656e7,4.466835921509635e-6,-7.52
Fe 2,4760.159,-3.643,5.571,3.8904514499428046e8,2.951209226666384e-7,173.238
Mo 1,4760.182,0.314,2.646,,,
Ni 1,4760.206,-3.269,3.699,1.4125375446227553e8,9.120108393559096e-5,-7.5
Ti 3,4760.265,-2.881,18.341,5.370317963702532e8,1.2589254117941661e-6,-7.6
Sm 1,4760.279,0.042,0.101,,,
Co 1,4760.33,-2.045,4.209,2.6302679918953815e8,1.071519305237607e-5,-7.45
V 1,4760.356,-4.246,2.247,7.943282347242822e7,1.0964781961431852e-5,-7.52
V 2,4760.36,-3.787,6.837,8.128305161640995e8,2.1877616239495517e-6,-7.69
Cr 2,4760.363,-7.55,10.754,1.0232929922807536e9,1.4125375446227554e-6,-7.73
Co 2,4760.375,-1.142,11.15,9.332543007969924e8,7.585775750291836e-6,-7.57
Ne 2,4760.381,-1.94,36.285,,,
Mn 3,4760.383,-0.664,21.419,1.8197008586099825e9,4.2657951880159254e-7,-7.7
Cu 1,4760.428,-5.483,6.947,8.128305161640995e8,3.1622776601683795e-5,-7.28
Nd 1,4760.45,-0.68,0.14,,,
Ce 2,4760.476,-2.41,1.027,,,
Fe 2,4760.491,-5.695,11.418,2.1379620895022324e8,4.168693834703355e-5,-7.42
Y 2,4760.491,-5.537,8.083,8.912509381337441e8,0.0004168693834703355,-7.23
V 2,4760.501,-4.12,6.47,7.943282347242821e8,1.445439770745928e-6,-7.72
Ni 3,4760.539,-4.785,25.171,2.818382931264449e9,1.5488166189124828e-6,-7.71
Tm 2,4760.542,-1.18,4.531,,,
V 3,4760.558,-0.789,20.18,9.549925860214369e8,3.162277660168379e-6,-7.59
Fe 2,4760.56,-3.202,11.58,1.1220184543019652e9,4.897788193684466e-7,-7.72
Cu 1,4760.569,-4.742,7.206,8.912509381337441e8,3.9810717055349695e-5,-7.28
Fe 2,4760.579,-6.336,10.853,1.1748975549395304e9,2.5118864315095823e-6,-7.73
Tm 2,4760.58,-1.81,4.235,,,
Ca 1,4760.592,-3.762,4.878,1.0964781961431828e8,0.0003019951720402016,-6.89
Cu 2,4760.592,-4.598,16.857,4.265795188015934e8,0.0001412537544622754,-7.07
Co 2,4760.601,-4.467,7.884,8.709635899560796e8,1.8197008586099826e-6,-7.69
Cu 1,4760.614,-7.121,7.178,2.6302679918953814e7,0.0010471285480508996,-7.09
Cu 1,4760.614,-3.543,7.178,4.466835921509635e7,0.0010471285480508996,-7.09
Ti 1,4760.625,-4.9,2.738,1.0e8,6.30957344480193e-6,-7.46
Sm 2,4760.73,-2.01,0.544,,,
V 1,4760.734,-2.097,3.074,1.479108388168207e8,1.9952623149688786e-5,-7.3
Gd 1,4760.749,-0.845,0.213,,,
Ni 1,4760.75,-3.637,3.699,1.4125375446227553e8,2.6302679918953814e-5,-7.5
Cr 1,4760.763,-2.936,3.45,6.025595860743581e7,1.0471285480508985e-5,-7.34
Ce 2,4760.799,-2.66,0.328,,,
Co 1,4760.806,-2.828,2.875,5.888436553555884e7,8.128305161640995e-7,-7.81
V 1,4760.864,-2.324,2.122,1.445439770745928e8,4.073802778041131e-6,-7.72
Mn 1,4760.889,-1.793,5.338,1.5135612484362071e7,6.760829753919819e-7,-7.77
Cr 1,4760.913,-2.383,4.533,1.584893192461111e8,1.5135612484362072e-6,-7.73
Y 1,4760.976,-0.895,0.066,3.548133892335753e7,9.77237220955811e-7,-7.72
V 2,4761.009,-3.649,2.05,3.311311214825908e8,3.019951720402019e-7,-7.86
Mo 1,4761.083,-1.519,3.156,,,
Th 2,4761.11,-0.686,2.054,,,
Ce 2,4761.244,-2.63,0.808,,,
Cr 1,4761.245,-1.584,3.122,2.6915348039269138e7,1.2302687708123811e-6,-7.79
Ni 2,4761.263,-4.869,4.029,4.073802778041122e8,2.39883291901949e-7,-7.92
Cr 1,4761.339,-0.495,4.613,1.445439770745928e8,3.235936569296281e-5,-7.59
Cr 2,4761.428,-2.345,5.67,3.46736850452531e8,3.311311214825908e-7,191.243
Mn 1,4761.491,-1.166,2.953,6.025595860743581e7,8.128305161640995e-7,315.25
Mn 1,4761.506,-0.548,2.953,6.025595860743581e7,8.128305161640995e-7,315.25
Mn 1,4761.52,-0.821,2.953,6.025595860743581e7,8.128305161640995e-7,315.25
Mn 1,4761.541,-1.613,2.953,6.025595860743581e7,8.128305161640995e-7,315.25
Cr 1,4761.73,-1.796,3.375,5.370317963702533e7,1.9952623149688786e-5,-7.56
Ce 2,4761.733,-1.53,2.415,,,
Fe 1,4761.863,-3.753,4.435,1.2302687708123812e8,0.00015848931924611142,-7.33
Co 1,4761.914,-3.403,2.877,2.6302679918953815e8,1.3803842646028838e-6,-7.76
Mn 1,4761.965,-3.362,4.273,1.445439770745928e7,8.31763771102671e-6,-7.51
Co 1,4762.108,-1.558,3.952,1.4125375446227553e8,1.7378008287493763e-6,-7.54
Ce 2,4762.119,-2.79,1.495,,,
Fe 1,4762.26,-4.661,2.728,1.62181009735893e7,6.165950018614822e-7,-7.83
Ti 1,4762.29,-3.176,3.351,1.445439770745928e8,5.495408738576248e-5,-7.29
Ce 2,4762.298,-1.14,1.404,,,
C 1,4762.303,-2.464,7.48,4.073802778041122e8,1.122018454301963e-5,-7.34
Cr 1,4762.325,-3.335,4.096,1.0471285480508985e8,7.244359600749906e-5,-7.47
Mn 1,4762.348,-0.298,2.888,6.025595860743581e7,8.128305161640995e-7,308.253
Tb 2,4762.351,-1.83,0.126,,,
Mn 1,4762.362,-0.359,2.888,6.025595860743581e7,8.128305161640995e-7,308.253
Mn 1,4762.371,-1.183,2.888,6.025595860743581e7,8.128305161640995e-7,308.253
Mn 1,4762.381,-0.216,2.888,6.025595860743581e7,8.128305161640995e-7,308.253
Mn 1,4762.395,-0.4,2.888,6.025595860743581e7,8.128305161640995e-7,308.253
C 1,4762.521,-2.335,7.483,4.073802778041122e8,1.122018454301963e-5,-7.34
Fe 1,4762.564,-4.697,4.652,2.511886431509582e8,5.754399373371567e-6,-7.35
Fe 1,4762.615,-3.467,4.473,1.3182567385564047e8,4.897788193684466e-5,-7.3
Ni 1,4762.627,-2.42,1.935,2.1379620895022324e8,7.762471166286911e-7,256.287
Er 2,4762.642,-0.318,2.064,,,
V 1,4762.671,-2.869,2.575,1.621810097358933e8,2.3988329190194897e-6,-7.65
Pr 2,4762.719,-0.882,0.422,,,
V 1,4762.744,-4.179,0.275,7.5857757502918355e6,7.079457843841374e-7,-7.78
Sc 1,4762.746,-2.234,2.32,1.1748975549395303e8,1.445439770745928e-5,-7.55
Ti 2,4762.778,-2.89,1.084,1.698243652461746e8,3.715352290971728e-7,-7.86
Zr 1,4762.78,-0.04,1.834,,,
Mn 2,4762.789,-2.497,5.397,2.7542287033381635e8,3.235936569296281e-7,-7.89
Ce 2,4762.84,-2.1,0.792,,,
Y 1,4762.953,-1.021,2.003,1.2882495516931322e8,5.248074602497723e-6,-7.64
Sc 1,4763.082,-1.095,1.996,2.818382931264455e7,4.466835921509635e-6,-7.83
Fe 1,4763.223,-6.668,3.047,1.9498445997580454e7,6.025595860743581e-7,-7.84
Ce 2,4763.298,-1.79,1.495,,,
Nd 2,4763.3,-1.46,0.976,,,
Fe 1,4763.313,-3.71,4.178,1.9054607179632443e8,1.122018454301963e-5,-7.42
Fe 1,4763.393,-3.853,4.593,5.248074602497723e7,3.8904514499428046e-5,-7.31
Co 1,4763.442,-7.632,0.629,6918.309709189362,5.248074602497723e-7,-7.83
Ni 1,4763.465,-5.561,2.74,7.762471166286927e8,1.4125375446227554e-6,-7.68
Cr 1,4763.504,-2.906,3.375,7.585775750291836e7,8.709635899560814e-6,-7.67
Nd 2,4763.62,-1.27,0.38,,,
Fe 1,4763.657,-4.425,4.446,1.621810097358933e8,8.317637711026709e-5,-7.29
Ce 2,4763.735,-2.23,0.91,,,
Fe 2,4763.788,-7.336,3.221,3.1622776601683795e8,2.951209226666384e-7,-7.88
Gd 1,4763.832,0.115,1.349,,,
Nd 2,4763.86,-1.08,0.182,,,
Co 1,4763.863,-1.746,3.952,1.445439770745928e8,3.8018939632056124e-5,-7.51
Ti 2,4763.883,-2.4,1.221,2.3988329190194947e8,3.090295432513592e-7,-7.84
Ce 2,4763.912,-0.84,1.026,,,
Ni 1,4763.944,-0.742,3.655,1.7378008287493762e8,3.801893963205613e-6,-7.56
Ce 2,4764.084,-1.78,0.96,,,
Mo 1,4764.108,-0.289,3.617,,,
Cr 1,4764.174,-3.64,3.847,7.943282347242822e6,2.3988329190194897e-6,-7.78
Fe 1,4764.232,-3.656,4.154,2.9512092266663903e8,2.1379620895022323e-5,-7.51
Cr 1,4764.293,-0.205,3.551,3.890451449942805e7,7.762471166286911e-7,399.264
Mo 1,4764.415,-1.333,2.291,,,
Ru 1,4764.415,-0.22,3.41,,,
Ce 2,4764.464,-0.7,1.709,,,
Ti 2,4764.525,-2.69,1.237,2.3988329190194947e8,3.162277660168379e-7,-7.84
V 1,4764.544,-3.024,2.264,7.762471166286911e7,1.62181009735893e-5,-7.52
Cr 1,4764.643,-1.65,3.013,1.8620871366628658e7,7.762471166286911e-7,249.264
Ce 1,4764.72,-0.856,0.274,,,
Mn 2,4764.728,-1.329,5.398,2.7542287033381635e8,3.235936569296281e-7,-7.89
Ce 2,4764.796,-1.71,1.107,,,
Cr 2,4765.109,-2.359,5.662,2.089296130854041e8,3.235936569296281e-7,187.225
Pr 2,4765.232,-1.12,0.372,,,
Ce 2,4765.276,-1.43,1.206,,,
Cr 1,4765.281,-2.486,4.535,1.584893192461111e8,1.5135612484362072e-6,-7.73
Fe 1,4765.452,-5.214,3.301,5.754399373371567e7,6.025595860743581e-7,-7.8
Fe 1,4765.457,-1.938,4.076,6.760829753919819e7,5.3703179637025325e-5,-7.52
Fe 1,4765.48,-3.91,1.608,6.456542290346549e6,7.413102413009177e-7,308.261
Ce 2,4765.662,-2.59,1.406,,,
V 1,4765.668,0.049,2.616,2.0417379446695316e8,2.754228703338169e-6,-7.69
Co 1,4765.672,-1.352,4.147,2.187761623949552e8,4.570881896148752e-6,-7.55
Mn 1,4765.838,-0.601,2.941,6.025595860743581e7,8.128305161640995e-7,313.25
Mn 1,4765.853,-0.445,2.941,6.025595860743581e7,8.128305161640995e-7,313.25
Mn 1,4765.865,-0.676,2.941,6.025595860743581e7,8.128305161640995e-7,313.25
V 1,4765.889,-2.725,1.95,2.3442288153199226e7,7.585775750291836e-7,-7.77
Cr 1,4765.96,-2.686,3.966,4.570881896148752e7,6.30957344480193e-7,-7.79
Fe 1,4765.965,-3.296,4.473,1.1220184543019652e8,6.760829753919819e-5,-7.33
Mn 1,4766.009,-3.054,4.425,4.570881896148752e8,6.456542290346549e-5,-7.27
V 1,4766.07,-5.345,0.262,7.244359600749906e6,7.079457843841374e-7,-7.78
Y 1,4766.074,-0.359,1.919,1.2882495516931322e8,4.78630092322638e-6,-7.59
Co 1,4766.155,-4.269,2.877,5.888436553555884e7,8.128305161640995e-7,-7.81
Ce 2,4766.159,-1.38,1.796,,,
Fe 1,4766.299,-4.552,4.549,2.29086765276777e8,8.128305161640995e-6,-7.29
Ti 1,4766.318,-0.84,2.249,1.2022644346174131e8,9.120108393559096e-7,-7.71
Fe 1,4766.358,-2.248,4.607,2.8183829312644494e8,2.884031503126606e-6,-7.3
Mn 1,4766.402,-0.462,2.92,6.025595860743581e7,8.128305161640995e-7,311.251
Mn 1,4766.415,-0.531,2.92,6.025595860743581e7,8.128305161640995e-7,311.251
Mn 1,4766.428,-0.511,2.92,6.025595860743581e7,8.128305161640995e-7,311.251
Mn 1,4766.441,-0.487,2.92,6.025595860743581e7,8.128305161640995e-7,311.251
Hf 1,4766.514,-1.01,1.738,,,
Fe 1,4766.606,-5.826,2.433,6.025595860743569e8,1.6218100973589298e-6,-7.67
V 1,4766.623,-0.12,2.04,1.2022644346174131e8,4.677351412871981e-6,773.232
Cr 1,4766.634,-0.851,3.556,4.78630092322638e7,7.762471166286911e-7,-7.78
C 1,4766.665,-2.617,7.483,4.073802778041122e8,1.122018454301963e-5,-7.34
Fe 1,4766.672,-4.234,3.415,2.4547089156850335e8,1.6595869074375596e-6,-7.71
Cr 1,4766.694,-3.302,3.011,1.8197008586099826e7,7.762471166286911e-7,-7.79
Fe 1,4766.751,-4.265,4.835,2.511886431509582e8,9.332543007969905e-5,-7.11
Fe 1,4766.753,-2.018,4.154,2.238721138568338e8,7.413102413009177e-6,-7.31
Nb 1,4766.786,-0.49,2.145,,,
Fe 1,4766.787,-1.641,4.593,1.7378008287493762e8,3.3884415613920276e-5,-7.31
Ti 2,4766.865,-2.088,5.647,6.456542290346563e8,1.9054607179632483e-6,-7.71
Fe 1,4766.866,-2.21,3.417,7.244359600749905e7,5.128613839913648e-6,972.229
La 1,4766.88,-1.11,0.0,,,
Fe 1,4766.92,-6.107,3.252,3.388441561392027e7,7.943282347242822e-7,-7.81
Cr 1,4766.994,-2.866,4.099,1.0471285480508985e8,7.244359600749906e-5,-7.47
Ce 2,4767.082,-2.59,1.079,,,
Co 1,4767.138,-0.636,4.058,1.7782794100389227e8,3.548133892335753e-6,-7.56
Gd 1,4767.248,0.256,0.927,,,
Fe 1,4767.253,-3.114,4.103,2.884031503126612e8,2.0417379446695274e-5,-7.51
Cr 1,4767.266,-0.748,3.556,4.78630092322638e7,7.762471166286911e-7,400.264
Cu 1,4767.416,-0.33,5.725,2.238721138568338e8,3.6307805477010103e-6,-7.57
Fe 1,4767.536,-3.724,4.608,2.3442288153199178e8,2.884031503126606e-6,-7.3
V 1,4767.55,-2.106,2.578,1.621810097358933e8,2.3988329190194897e-6,-7.65
Ce 2,4767.562,-2.99,0.561,,,
Co 1,4767.593,-2.313,4.058,1.584893192461111e8,4.897788193684467e-6,-7.55
Nd 2,4767.66,-1.62,0.559,,,
Ca 1,4767.701,-1.341,5.026,2.5118864315095823e7,0.001584893192461114,-6.68
Cr 1,4767.855,-0.884,3.556,5.370317963702533e7,7.762471166286911e-7,400.265
V 1,4767.993,-1.485,3.113,1.5135612484362072e8,2.089296130854041e-5,-7.3
Co 1,4768.075,-0.591,3.191,1.2882495516931322e8,3.7153522909717276e-6,-7.58
Ce 2,4768.194,-0.92,2.129,,,
Ce 2,4768.225,-1.51,1.212,,,
W 2,4768.262,-0.66,3.126,,,
Fe 1,4768.32,-1.42,3.686,1.5488166189124796e8,1.3803842646028838e-6,-7.55
Fe 1,4768.396,-2.34,2.94,9.549925860214369e7,3.890451449942805e-6,-7.54
Mn 2,4768.407,-4.15,5.397,2.7542287033381635e8,3.235936569296281e-7,-7.89
Ti 1,4768.444,-4.257,1.734,5.623413251903491e7,9.120108393559096e-7,-7.73
Ce 2,4768.511,-1.73,1.613,,,
Cr 1,4768.54,-1.904,3.422,9.772372209558113e6,8.709635899560814e-7,-7.79
Fe 2,4768.547,-2.566,7.708,1.0232929922807536e9,1.3803842646028838e-6,380.287
Ce 2,4768.578,-3.02,0.812,,,
Cr 1,4768.578,-0.606,4.106,5.888436553555884e7,7.079457843841374e-7,-7.78
Fe 1,4768.699,-2.447,4.076,6.918309709189363e7,1.698243652461746e-5,-7.49
V 1,4768.708,-0.385,2.379,9.772372209558111e7,3.548133892335753e-6,-7.73
Ce 2,4768.791,-0.8,0.869,,,
Ni 1,4768.804,-2.812,4.167,1.8197008586099824e8,3.3884415613920276e-5,-7.27
Ti 2,4768.857,-3.756,1.224,2.3988329190194947e8,3.890451449942805e-7,-7.84
V 1,4768.912,-1.22,3.099,1.479108388168207e8,1.9952623149688786e-5,-7.3
Ce 2,4768.941,-2.0,2.129,,,
V 1,4768.976,-1.707,3.116,7.413102413009177e7,4.570881896148752e-6,-7.3
Ta 1,4768.978,-1.18,1.517,,,
Ca 1,4768.997,-3.598,5.026,2.6915348039269138e7,0.0031622776601683794,-6.68
Fe 1,4769.056,-2.899,4.387,1.2022644346174131e8,7.413102413009176e-5,-7.32
Fe 1,4769.104,-3.285,3.301,3.63078054770101e7,1.0232929922807537e-6,-7.82
Ti 1,4769.11,-2.846,3.409,3.890451449942805e7,3.1622776601683795e-5,-7.26
Cr 1,4769.199,-1.685,4.613,1.621810097358933e8,1.584893192461114e-5,-7.57
Ca 1,4769.246,-2.979,5.045,1.122018454301963e7,0.009549925860214359,-6.7
U 2,4769.266,-2.285,0.0,,,
Ru 1,4769.304,-1.9,0.811,,,
Co 1,4769.313,-2.277,4.058,1.5488166189124796e8,8.51138038202376e-6,-7.53
Ce 2,4769.352,-1.7,1.088,,,
Ti 1,4769.353,-2.861,2.495,9.120108393559097e7,5.888436553555884e-6,-7.54
Fe 2,4769.375,-3.802,7.946,9.772372209558111e8,1.479108388168207e-6,388.278
Ni 2,4769.417,-3.64,6.989,3.5481338923357606e8,2.454708915685029e-7,-7.91
Mn 3,4769.433,-4.545,24.234,1.2882495516931322e9,3.981071705534969e-6,-7.56
Fe 2,4769.435,-5.767,9.849,6.606934480075965e8,1.9054607179632483e-6,-7.68
Ni 2,4769.44,-5.448,11.505,5.1286138399136585e8,3.63078054770101e-7,-7.89
V 1,4769.445,-4.725,2.638,1.5135612484362071e7,5.623413251903491e-5,-7.44
Cr 1,4769.455,-5.505,3.551,1.9054607179632443e8,2.089296130854041e-5,-7.45
Fe 3,4769.456,-11.975,0.092,0.39810717055349726,6.025595860743581e-8,-8.16
Fe 3,4769.456,-8.667,0.092,0.39810717055349726,6.025595860743581e-8,-8.16
V 1,4769.456,-4.607,2.286,7.943282347242822e7,1.0471285480508985e-5,-7.52
V 1,4769.458,-4.768,2.365,1.8197008586099824e8,1.288249551693135e-6,-7.68
Fe 1,4769.501,-5.271,4.652,5.1286138399136585e8,1.0232929922807536e-5,-7.43
Fe 1,4769.524,-4.76,2.759,6.918309709189363e7,6.760829753919819e-7,-7.82
Ti 1,4769.531,-1.187,2.506,1.5135612484362072e8,1.122018454301963e-5,-7.59
Tm 2,4769.547,-2.68,4.433,,,
Ni 2,4769.552,-5.182,14.417,3.090295432513592e8,0.0001148153621496883,-7.12
Ne 2,4769.559,-4.01,39.406,,,
Ti 2,4769.598,-6.221,5.233,5.370317963702532e8,2.5703957827688647e-6,-7.64
Mn 3,4769.602,-3.096,24.27,1.2882495516931322e9,3.890451449942805e-6,-7.56
Nd 3,4769.622,-1.8,0.296,,,
Ce 2,4769.68,-2.41,1.274,,,
Fe 2,4769.68,-7.107,11.0,7.413102413009162e8,2.2387211385683376e-6,-7.66
V 1,4769.69,-1.435,3.087,1.479108388168207e8,1.9498445997580456e-5,-7.3
Ni 2,4769.697,-2.766,14.258,1.0964781961431828e9,3.0199517204020192e-5,-7.21
Fe 2,4769.724,-4.847,10.398,8.317637711026709e8,3.090295432513592e-6,-7.58
S 1,4769.738,-7.564,9.512,1.0471285480508985e8,0.0019054607179632462,-6.62
S 1,4769.738,-6.162,9.512,1.0232929922807537e8,0.005623413251903491,-6.62
S 1,4769.738,-5.38,9.512,1.0471285480508985e8,0.0025118864315095794,-6.62
S 1,4769.738,-5.175,9.512,1.0471285480508985e8,0.005128613839913648,-6.62
S 1,4769.738,-4.538,9.512,1.0964781961431828e8,0.0018620871366628676,-6.58
Cr 2,4769.75,-4.661,11.711,2.3988329190194947e8,6.0255958607435806e-5,-7.42
Fe 3,4769.759,-5.097,23.099,3.3884415613920207e9,4.365158322401657e-6,-7.77
Ti 1,4769.765,-0.83,2.256,1.2022644346174131e8,9.120108393559096e-7,-7.71
Ce 2,4769.782,-2.08,0.459,,,
